Cod_Prod	Nom_Prod	Concent	Nom_Form_Farm	Presentac	Fracción	Num_RegSan	Nom_Titular	Nom_Fabricante	Nom_IFA	Nom_Rubro	Situación
33753	SULFA 24 NF	800 mg + 160 mg	Tableta	Caja Envase Blister Tabletas	100	EN00267	BIOS PERU S.A.C.	CIFARMA S.A.C. - LIMA - PERÚ	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
40543	SULFA MAXX FORTE	800 mg + 160 mg	Tableta	Caja Envase Blister Tabletas	100	EN03422	BRAND AND MARKETING CONSULTORES S.A.C.	LABORATORIOS NATURALES Y GENERICOS S.A.C.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
49910	SULFACID BALSAMICO	800 mg + 160 mg + 200 mg	Tableta Recubierta	Caja Envase Blister Tabletas Recubierta	100	EN07560	DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.	DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.	GUAIFENESINA + SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
41826	SULFACID FORTE	800 mg + 160 mg	Tableta Recubierta	Caja Envase Blister Tabletas	100	EN01037	DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.	DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
55427	SULFACID NF	400 mg + 80 mg	Tableta Recubierta	Caja Envase Blíster Tabletas Recubierta	100	EN07560	DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.	DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
58234	SULFADIAZINA	1 %	Crema	Caja Pote x 400 g	50	EN02098	INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA	INSTITUTO QUIMIOTERAPICO S.A.	SULFADIAZINA DE PLATA	ESPECIALIDAD FARMACEUTICA	ACT
57879	SULFADIAZINA	1 %	Crema	Caja Tubo x 100 g	1	EN02098	INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA	INSTITUTO QUIMIOTERAPICO S.A.	SULFADIAZINA DE PLATA	ESPECIALIDAD FARMACEUTICA	ACT
51676	SULFADIAZINA	1 %	Crema	Caja Tubo x 30 g	1	EN02098	INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA	INSTITUTO QUIMIOTERAPICO S.A.	SULFADIAZINA DE PLATA	ESPECIALIDAD FARMACEUTICA	ACT
50373	SULFADIAZINA DE PLATA	1 %	Crema Tópica	Caja Tubo x 30g	1	EE00922	SANOFI - AVENTIS DEL PERU S.A.	FAREVA VILLA RICA S.A.S.	SULFADIAZINA DE PLATA	ESPECIALIDAD FARMACEUTICA	ACT
58702	SULFADIAZINA DE PLATA	1 %	Crema	Caja Tubo x 30 g	1	EE00922	GENFAR DEL PERU S.A.C.	FAREVA VILLA RICA S.A.S.	SULFADIAZINA DE PLATA	ESPECIALIDAD FARMACEUTICA	ACT
59519	SULFADIAZINA DE PLATA	1 %	Crema	Tubo x 30 g	1	EN02217	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	SULFADIAZINA DE PLATA	ESPECIALIDAD FARMACEUTICA	ACT
45312	SULFADIAZINA DE PLATA	1 %	Crema	Caja Tubo x 30 g	1	EE00922	SANOFI - AVENTIS DEL PERU S.A.	LABORATORIOS GENERICOS FARMACEUTICOS S.A. - GENFAR S.A.	SULFADIAZINA DE PLATA	ESPECIALIDAD FARMACEUTICA	ACT
40212	SULFADIAZINA DE PLATA	1 %	Crema	Caja Tubo x 30 g	1	EE00922	GENFAR DEL PERU S.A.C.	LABORATORIOS GENERICOS FARMACEUTICOS S.A. - GENFAR S.A.	SULFADIAZINA DE PLATA	ESPECIALIDAD FARMACEUTICA	ACT
40285	SULFADIAZINA DE PLATA	1 %	Crema	Pote x 50 g	1	EN02217	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	SULFADIAZINA DE PLATA	ESPECIALIDAD FARMACEUTICA	ACT
40286	SULFADIAZINA DE PLATA	1 %	Crema	Caja Pote x 50 g	1	EN02217	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	SULFADIAZINA DE PLATA	ESPECIALIDAD FARMACEUTICA	ACT
40287	SULFADIAZINA DE PLATA	1 %	Crema	Pote X 400 g	1	EN02217	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	SULFADIAZINA DE PLATA	ESPECIALIDAD FARMACEUTICA	ACT
31758	SULFAGNESIUM	20 %	Solución Inyectable	Caja Ampolla	25	N22521	MEDIFARMA S.A.	MEDIFARMA S.A.	MAGNESIO SULFATO HEPTAHIDRATO	MEDICAMENTO DE MARCA	ACT
31760	SULFAGNESIUM	20 %	Solución Inyectable	Caja Ampolla	100	N22521	MEDIFARMA S.A.	MEDIFARMA S.A.	MAGNESIO SULFATO HEPTAHIDRATO	MEDICAMENTO DE MARCA	ACT
26382	SULFAGNESIUM	20 %	Solución Inyectable	Caja Ampolla X 10 mL	1	N22521	MEDIFARMA S.A.	LABORATORIOS TRIFARMA S.A.	MAGNESIO SULFATO HEPTAHIDRATO	MEDICAMENTO DE MARCA	ACT
25549	SULFAGNESIUM	20 %	Solución Inyectable	Caja Ampolla x 5 mL	1	N22521	MEDIFARMA S.A.	LABORATORIOS TRIFARMA S.A.	MAGNESIO SULFATO HEPTAHIDRATO	MEDICAMENTO DE MARCA	ACT
56113	SULFAGNESIUM	20 %	Solución Inyectable	Caja Ampolla x 10 mL	50	EN03382	MEDIFARMA S.A.	MEDIFARMA S.A.	MAGNESIO SULFATO HEPTAHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
56708	SULFAGNESIUM	20 %	Solución Inyectable	Caja Ampolla x 10 mL	25	EN03382	MEDIFARMA S.A.	MEDIFARMA S.A.	MAGNESIO SULFATO HEPTAHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
49477	SULFAGNESIUM	20 %	Solución Inyectable	Caja Ampolla x 20 mL	25	EN03382	MEDIFARMA S.A.	MEDIFARMA S.A.	MAGNESIO SULFATO HEPTAHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
53923	SULFAGNESIUM	12.32 %	Solución Inyectable	Caja Ampolla x 10 mL	1	EN00121	MEDIFARMA S.A.	MEDIFARMA S.A.	MAGNESIO SULFATO HEPTAHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
47776	SULFALIP	1 %	Crema	Caja Tubo x 50 g	1	EE07270	DROGUERIA LIPHARMA S.A.C.	LINCOLN PHARMACEUTICALS LTD. INDIA	SULFADIAZINA DE PLATA	ESPECIALIDAD FARMACEUTICA	ACT
47777	SULFALIP	1 %	Crema	Caja Tubo x 30 g	1	EE07270	DROGUERIA LIPHARMA S.A.C.	LINCOLN PHARMACEUTICALS LTD. INDIA	SULFADIAZINA DE PLATA	ESPECIALIDAD FARMACEUTICA	ACT
40830	SULFAMED	1 %	Polvo Tópico	Caja Frasco x 10 g	1	EN05110	MEDIFARMA S.A.	MEDIFARMA S.A.	SULFADIAZINA DE PLATA	ESPECIALIDAD FARMACEUTICA	ACT
52010	SULFAMED NF	1 %	Crema	Caja Tubo x 15 g	1	EN05399	MEDIFARMA S.A.	MEDIFARMA S.A.	SULFADIAZINA DE PLATA	ESPECIALIDAD FARMACEUTICA	ACT
35067	SULFAMETOXASOL + TRIMETOPRIMA	400 mg + 80 mg/ 5 mL	Solución Inyectable	Caja Ampolla x 5 mL	50	EN00027	MEDIFARMA S.A.	MEDIFARMA S.A.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
35506	SULFAMETOXASOL + TRIMETOPRIMA	400 mg + 80 mg/ 5 mL	Solución Inyectable	Caja Ampolla x 5 mL	25	EN00027	MEDIFARMA S.A.	MEDIFARMA S.A.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
47638	SULFAMETOXASOL + TRIMETOPRIMA	400 mg + 80 mg/ 5 mL	Solución Inyectable	Caja Ampolla x 5 mL	1	EN00027	MEDIFARMA S.A.	MEDIFARMA S.A.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
47704	SULFAMETOXAZOL + TRIMETOPRIMA	800 mg + 160 mg	Tableta	Caja Envase Blíster Tabletas	100	EN05082	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
47203	SULFAMETOXAZOL + TRIMETOPRIMA	400 mg + 80 mg	Tableta	Caja Envase Blíster Tabletas	500	EE01302	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	CSPC OUYI PHARMACEUTICAL CO. LTD.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
45313	SULFAMETOXAZOL + TRIMETOPRIMA	800 mg + 160 mg	Tableta	Caja Envase Blíster Tabletas	100	EE01244	SANOFI - AVENTIS DEL PERU S.A.	LABORATORIOS GENERICOS FARMACEUTICOS S.A. - GENFAR S.A.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
45224	SULFAMETOXAZOL + TRIMETOPRIMA	400 mg + 80 mg	Tableta	Caja Envase Blister Tabletas 	100	EN04070	MEDIFARMA S.A.	MEDIFARMA S.A.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
45013	SULFAMETOXAZOL + TRIMETOPRIMA	400 mg + 80 mg	Tableta	Caja Envase Blister Tabletas	100	EN04959	LABORATORIOS NATURALES Y GENERICOS S.A.C.- NATURGEN S.A.C.	LABORATORIOS NATURALES Y GENERICOS S.A.C.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
43766	SULFAMETOXAZOL + TRIMETOPRIMA	200 mg + 40 mg/ 5 mL	Suspensión Oral	Caja Frasco x 60 mL	25	EN03666	MEDIFARMA S.A.	MEDIFARMA S.A.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
42384	SULFAMETOXAZOL + TRIMETOPRIMA	200 mg + 40 mg/ 5 mL	Suspensión Oral	Frasco x 60 mL	1	EN04942	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
42757	SULFAMETOXAZOL + TRIMETOPRIMA	200 mg + 40 mg/ 5 mL	Suspensión Oral	Caja Frasco x 60mL	1	EN04942	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
43370	SULFAMETOXAZOL + TRIMETOPRIMA	800 mg + 160 mg	Tableta	Caja Envase Blister Tabletas	100	EN05082	LABORATORIOS NATURALES Y GENERICOS S.A.C.- NATURGEN S.A.C.	LABORATORIOS NATURALES Y GENERICOS S.A.C. - NATURGEN	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
37387	SULFAMETOXAZOL + TRIMETOPRIMA	800 mg + 160 mg	Tableta	Caja Envase Blister Tabletas	300	EN00907	MEDIFARMA S.A.	MEDIFARMA S.A.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
34482	SULFAMETOXAZOL + TRIMETOPRIMA	800 mg + 160 mg	Tableta	Caja Envase Blister Tabletas	100	NG5157	FARMINDUSTRIA S.A.	FARMINDUSTRIA S.A.	SULFAMETOXAZOL + TRIMETOPRIMA	MEDICAMENTO GENERICO	ACT
10319	SULFAMETOXAZOL + TRIMETOPRIMA	400 mg + 80 mg	Tableta	Caja Envase Blister Tabletas	100	NG3035	LABORATORIOS NATURALES Y GENERICOS S.A.C.- NATURGEN S.A.C.	LABORATORIOS PORTUGAL S.R.L.	SULFAMETOXAZOL + TRIMETOPRIMA	MEDICAMENTO GENERICO	ACT
10320	SULFAMETOXAZOL + TRIMETOPRIMA	800 mg + 160 mg	Tableta	Caja Envase Blister Tabletas	100	NG3180	LABORATORIOS NATURALES Y GENERICOS S.A.C.- NATURGEN S.A.C.	LABORATORIOS PORTUGAL S.R.L.	SULFAMETOXAZOL + TRIMETOPRIMA	MEDICAMENTO GENERICO	ACT
27860	SULFAMETOXAZOL + TRIMETOPRIMA	400 mg + 80 mg/ 5 mL	Suspensión Oral	Frasco  X 60 mL	1	NG1534	LABORATORIO FARMACEUTICO SAN JOAQUIN - ROXFARMA S.A.	LABORATORIO FARMACEUTICO SAN JOAQUIN - ROXFARMA S.A.	SULFAMETOXAZOL + TRIMETOPRIMA	MEDICAMENTO GENERICO	ACT
27545	SULFAMETOXAZOL + TRIMETOPRIMA	800 mg + 160 mg	Tableta	Caja Envase Blister Tabletas	10	NG2692	MEDROCK CORPORATION S.A.C.	MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA	SULFAMETOXAZOL + TRIMETOPRIMA	MEDICAMENTO GENERICO	ACT
27760	SULFAMETOXAZOL + TRIMETOPRIMA	800 mg + 160 mg	Tableta	Caja Envase Blister Tabletas	100	NG2692	MEDROCK CORPORATION S.A.C.	MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA	SULFAMETOXAZOL + TRIMETOPRIMA	MEDICAMENTO GENERICO	ACT
40893	SULFAMETOXAZOL + TRIMETOPRIMA	800 mg + 160 mg	Tableta	Caja Envase Blister Tabletas	100	EN02857	MEDROCK CORPORATION S.A.C.	MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
41068	SULFAMETOXAZOL + TRIMETOPRIMA	800 mg + 160 mg	Tableta	Caja Envase Blister Tabletas	100	EN04840	FARMINDUSTRIA S.A.	FARMINDUSTRIA S.A.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
40193	SULFAMETOXAZOL + TRIMETOPRIMA	800 mg + 160 mg	Tableta	Caja Envase Blister Tabletas	100	EE01244	GENFAR DEL PERU S.A.C.	LABORATORIOS GENERICOS FARMACEUTICOS S.A. - GENFAR S.A.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
38202	SULFAMETOXAZOL + TRIMETOPRIMA	200 mg + 40 mg/ 5 mL	Suspensión Oral	Frasco X 60 mL	1	EN00645	LABORATORIOS INDUQUIMICA S.A.	LABORATORIOS INDUQUIMICA S.A.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
38209	SULFAMETOXAZOL + TRIMETOPRIMA	800 mg + 160 mg	Tableta	Caja Envase Blister Tabletas	1000	EN02857	MEDROCK CORPORATION S.A.C.	MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
52379	SULFAMETOXAZOL + TRIMETOPRIMA	400 mg + 80 mg	Tableta	Caja Envase Blíster Tableta	100	EN04959	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
51704	SULFAMETOXAZOL + TRIMETOPRIMA	400 mg + 80 mg	Tableta Recubierta	Caja Envase Blíster Tableta Recubierta	100	EN07181	DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.	DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
51988	SULFAMETOXAZOL + TRIMETOPRIMA	800 mg + 160 mg	Tableta	Caja Envase Blíster Tableta 	500	EE01304	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	CSPC OUYI PHARMACEUTICAL CO. LTD.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
51955	SULFAMETOXAZOL + TRIMETOPRIMA	200 mg + 40 mg/ 5 mL	Suspensión Oral	Caja Frasco x 60 mL	1	EN03666	MEDIFARMA S.A.	MEDIFARMA S.A.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
53174	SULFAMETOXAZOL + TRIMETOPRIMA	400 mg + 80 mg/ 5 mL	Solución Inyectable	Caja Ampolla x 5 mL	10	EE09150	VITALIS PERU S.A.C.	VITALIS S.A.C.I.  PLANTA 8 - COLOMBIA	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
56741	SULFAMETOXAZOL + TRIMETOPRIMA	400 mg + 80 mg/ 5 mL	Suspensión Oral	Frasco x 60 mL	1	EN04603	LABORATORIO FARMACEUTICO SAN JOAQUIN - ROXFARMA S.A.	LABORATORIO FARMACEUTICO SAN JOAQUIN - ROXFARMA S.A.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
56297	SULFAMETOXAZOL + TRIMETOPRIMA	400 mg + 80 mg	Tableta	Caja Envase Blíster Tabletas	100	EE01302	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	CSPC OUYI PHARMACEUTICAL CO. LTD.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
60152	SULFAMETOXAZOL + TRIMETOPRIMA	200 mg/ 5 mL + 40 mg/ 5 mL	Suspensión Oral	Caja Frasco x 60 mL	1	EN09913	DROGUERIA LABORATORIO FARVET S.A.C.	LABORATORIO BELOFARM SOCIEDAD ANONIMA CERRADA	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
54774	SULFAMETOXAZOL + TRIMETOPRIMA + GUAFENESINA	(53.33 mg + 10.66 mg + 16.66 mg)/ mL	Suspensión Oral	Frasco x 60 mL	1	EN07469	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	SULFAMETOXAZOL + SULFOGUAYACOLATO POTASICO + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
52250	SULFAMETOXAZOL + TRIMETOPRIMA + GUAIFENESINA	200 mg + 40 mg + 50 mg/ 5 mL	Suspensión Oral	Caja Frasco x 60 mL + Accesorio	1	EN07050	LABORATORIOS INDUQUIMICA S.A.	LABORATORIOS INDUQUIMICA S.A.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
48980	SULFAMETOXAZOL + TRIMETOPRIMA + GUAIFENESINA	200 mg + 40 mg + 50 mg/ 5 mL	Suspensión Oral	Caja Frasco x 120 mL + accesorio	1	EN07050	LABORATORIOS INDUQUIMICA S.A.	LABORATORIOS INDUQUIMICA S.A.	GUAIFENESINA + SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
49038	SULFAMETOXAZOL + TRIMETOPRIMA + GUAIFENESINA	200 mg + 40 mg + 50 mg/ 5 mL	Suspensión Oral	Caja Frasco x 100 mL + accesorio	1	EN07050	LABORATORIOS INDUQUIMICA S.A.	LABORATORIOS INDUQUIMICA S.A.	GUAIFENESINA + SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
55398	SULFAMETOXAZOL + TRIMETOPRIMA + SULFOGUAYACOLATO POTASICO NF	(53.33 mg + 10.66 mg + 16.66 mg)/ mL	Suspensión Oral	Caja Frasco x 120 mL	1	EN07469	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	SULFAMETOXAZOL + SULFOGUAYACOLATO POTASICO + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
55399	SULFAMETOXAZOL + TRIMETOPRIMA + SULFOGUAYACOLATO POTASICO NF	(53.33 mg + 10.66 mg + 16.66 mg)/ mL	Suspensión Oral	Frasco x 120 mL	1	EN07469	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	SULFAMETOXAZOL + SULFOGUAYACOLATO POTASICO + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
50262	SULFAMETOXAZOL + TRIMETOPRIMA +GUAFENESINA	200 mg + 40 mg + 50 mg/ 5 mL	Suspensión Oral	Caja Frasco x 60 mL	1	EN07469	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	GUAIFENESINA + SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
40282	SULFAMETOXAZOL+TRIMETOPRIMA	400 mg + 80 mg/ 5 mL	Suspensión Oral	Caja Frasco x 60mL	1	EN03381	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
40283	SULFAMETOXAZOL+TRIMETOPRIMA	400 mg + 80 mg/ 5 mL	Suspensión Oral	Frasco X 60 mL	1	EN03381	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
54864	SULFANIL	1 %	Crema	Caja Tubo x 50 g	1	EN08822	ANSOLAT S.A.C.	LABORATORIOS PORTUGAL S.R.L.	SULFADIAZINA DE PLATA	ESPECIALIDAD FARMACEUTICA	ACT
56632	SULFANIL	1 %	Crema	Caja Tubo x 20 g	1	EN08822	ANSOLAT S.A.C.	LABORATORIOS PORTUGAL S.R.L.	SULFADIAZINA DE PLATA	ESPECIALIDAD FARMACEUTICA	ACT
49495	SULFANIL FORTE	1.0 g + 0.6 g	Crema	Caja Tubo x 50 g	1	EN07191	ANSOLAT S.A.C.	LABORATORIOS PORTUGAL S.R.L.	SULFADIAZINA DE PLATA	ESPECIALIDAD FARMACEUTICA	ACT
49158	SULFANIL FORTE	1.0 g + 0.6 g	Crema	Caja Tubo x 20 g	1	EN07191	ANSOLAT S.A.C.	LABORATORIOS PORTUGAL S.R.L.	SULFADIAZINA DE PLATA	ESPECIALIDAD FARMACEUTICA	ACT
10349	SULFASALAZINA	500 mg	Tableta Recubierta	Caja Envase Blister Tabletas	300	NG3202	MEDIFARMA S.A.	MEDIFARMA S.A.	SULFASALAZINA	MEDICAMENTO GENERICO	ACT
54327	SULFASALAZINA	500 mg	Tableta	Caja Envase Blíster Tabletas	500	EE09851	JPS DISTRIBUCIONES E.I.R.L	CIRON DRUGS & PHARMACEUTICALS PVT. LTD.	SULFASALAZINA	ESPECIALIDAD FARMACEUTICA	ACT
52398	SULFASALAZINA	500 mg	Tableta Recubierta	Caja Envase Blíster Tableta Recubierta	100	EN05591	MEDIFARMA S.A.	MEDIFARMA S.A.	SULFASALAZINA	ESPECIALIDAD FARMACEUTICA	ACT
55615	SULFATEROL	200 mg + 40 mg/ 5 mL	Suspensión Oral	Caja Frasco x 60 mL	1	EN06783	ROJAS PEREZ MARIA ELVA - MEDICAL	LABORATORIOS INDUQUIMICA S.A.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
46767	SULFATEROL FORTE	800 mg + 160 mg	Tableta	Caja Envase Blister Tabletas	100	EN06169	LABORATORIO FARMACEUTICO MEDICAL S.A. - LAFARMED	LABORATORIOS INDUQUIMICA S.A.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
46768	SULFATEROL FORTE	800 mg + 160 mg	Tableta	Envase Blister Tabletas	10	EN06169	LABORATORIO FARMACEUTICO MEDICAL S.A. - LAFARMED	LABORATORIOS INDUQUIMICA S.A.	SULFAMETOXAZOL + TRIMETOPRIMA	ESPECIALIDAD FARMACEUTICA	ACT
58400	SULFATO DE HIDROXICLOROQUINA	400 mg	Tableta Recubierta	Caja Envase Blíster Tableta Recubierta	100	EN03328	INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA	INSTITUTO QUIMIOTERAPICO S.A.	HIDROXICLOROQUINA SULFATO	ESPECIALIDAD FARMACEUTICA	ACT
58226	SULFATO DE MAGNESIO	2 g/ 10 mL	Solución Inyectable y para Perfusión	Caja Ampolla x 10 mL	10	EE12422	DROGUERIA DISTRIBUIDORA DANY S.A.C.	TIANJIN KING YORK GROUP HUBEI TIANYAO PHARMACEUTICAL CO., LTD.	MAGNESIO SULFATO HEPTAHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
58508	SULFATO DE MAGNESIO	20 %	Solución Inyectable	Caja Ampolla x 10 mL	100	EE04125	MEDIFARMA S.A.	LABORATORIO SANDERSON S.A.	MAGNESIO SULFATO HEPTAHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
50493	SULFATO DE MAGNESIO	20 %	Solución Inyectable	Caja Ampolla x 10 mL	100	EE04125	FRESENIUS KABI PERU S.A.	LABORATORIO SANDERSON S.A.	MAGNESIO SULFATO HEPTAHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
46030	SULFATO DE MAGNESIO	20 %	Solución Inyectable	Caja Ampolla x 10 mL	25	EN04740	DROGUERIA DISTRIBUIDORA DANY S.A.C.	LABORATORIOS UNIDOS S.A.	MAGNESIO SULFATO HEPTAHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
44827	SULFATO DE MAGNESIO	20 %	Solución Inyectable	Caja Ampollas x 10 mL	1	EN04740	DROGUERIA DISTRIBUIDORA DANY S.A.C.	LABORATORIOS UNIDOS S.A.	MAGNESIO SULFATO HEPTAHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
10353	SULFATO DE MAGNESIO	20 %	Solución Inyectable	Caja Ampolla X 10 mL	25	NG5214	DROGUERIA DISTRIBUIDORA DANY S.A.C.	LABORATORIOS UNIDOS S.A.	MAGNESIO SULFATO HEPTAHIDRATO	MEDICAMENTO GENERICO	ACT
24727	SULFATO FERROSO	125 mg/ mL	Solución Oral	Frasco x 30 mL	1	NG1428	INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA	INSTITUTO QUIMIOTERAPICO S.A.	FERROSO SULFATO HEPTAHIDRATO	MEDICAMENTO GENERICO	ACT
27577	SULFATO FERROSO	125 mg/ mL	Solución Oral	Frasco X 60 mL + Accesorio	1	NG1428	INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA	INSTITUTO QUIMIOTERAPICO S.A.	FERROSO SULFATO HEPTAHIDRATO	MEDICAMENTO GENERICO	ACT
32497	SULFATO FERROSO	125 mg/ mL	Solución Oral	Frasco  X 15 mL	1	NG1428	INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA	INSTITUTO QUIMIOTERAPICO S.A.	FERROSO SULFATO HEPTAHIDRATO	MEDICAMENTO GENERICO	ACT
32498	SULFATO FERROSO	125 mg/ mL	Solución Oral	Frasco X 45 mL	1	NG1428	INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA	INSTITUTO QUIMIOTERAPICO S.A.	FERROSO SULFATO HEPTAHIDRATO	MEDICAMENTO GENERICO	ACT
32500	SULFATO FERROSO	125 mg/ mL	Solución Oral	Frasco X 75 mL	1	NG1428	INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA	INSTITUTO QUIMIOTERAPICO S.A.	FERROSO SULFATO HEPTAHIDRATO	MEDICAMENTO GENERICO	ACT
